Chung Wah,,Chung Wah,,India,West Bengal,Kolkata,22.567477,88.355279,,business
Connaught Place,,Connaught Place,,India,Delhi,Delhi,28.633333,77.216667,,district
Ansari Road,,Ansari Road,Darya Ganj,India,Delhi,Delhi,28.643016,77.244423,,road
Muzaffarpur,,Muzaffarpur,,India,Bihar,Muzaffarpur,26.120145,85.386351,,city/town
Central Bengal,,,Central Bengal,India,-9999,-9999,25.6,85.9,,region
Cornell University,,Cornell University,,United States of America,New York,Ithaca,42.4470171,-76.4829955,,college/university
University of California San Diego,,University of California San Diego,,United States of America,California,San Diego,32.8769912,-117.2408697,,college/university
California,,California,,United States of America,California,-9999,36.75,-120,,state/province
The Indian Coffee House College Street Branch,,The Indian Coffee House College Street Branch,,India,West Bengal,Kolkata,22.57,88.36,,business
Brandeis University,,Brandeis University,,United States of America,Massachusetts,Waltham,42.366763,-71.257834,,college/university
Harvard Square,,Harvard Square,,United States of America,Massachusetts,Cambridge,42.373708,-71.1194971,,neighborhood
Prentice Street,,Prentice Street,,United States of America,Massachusetts,Cambridge,42.380173,-71.250025,,road
Seattle University,,Seattle University,,United States of America,Washington,Seattle,47.6112096,-122.3184594,,college/university
Saha Institute,,Saha Institute,,India,West Bengal,Kolkata,22.600888,88.420662,,research institution
Indian Institute of Science,,Indian Institute of Science,,India,Karnataka,Bangalore,13.022121,77.566684,,research institution
Bangalore,,Bangalore,,India,Karnataka,Bangalore,12.964305,77.605002,,city/town
Tata Institute of Fundamental Research,,Tata Institute of Fundamental Research,,India,Maharashtra,Mumbai,18.906472,72.804811,,research institution
University of Dhaka,,University of Dhaka,,Bangladesh,Dhaka,Dhaka,23.734214,90.392782,,college/university
University of Virginia,,University of Virginia,,United States of America,Virginia,Charlottesville,38.0356053,-78.5032865,,college/university
University of Rochester,,University of Rochester,,United States of America,New York,Rochester,43.129229,-77.628057,,college/university
McGill University,,McGill University,,Canada,Quebec,Montreal,45.503617,-73.574766,,college/university
Indian Institute of Technology Kanpur,,Indian Institute of Technology Kanpur,,India,Uttar Pradesh,Kanpur,26.511386,80.23492,,research institution
The Union of Soviet Socialist Republics,,Russia and other countries,The Union of Soviet Socialist Republics,Union of Soviet Socialist Republics,-9999,-9999,54,81,,country
The University of Maryland,,The University of Maryland,,The United States of America,Maryland,College Park,38.98,-76.93,,college/university
Stanford University,,Stanford University,,United States of America,California,Stanford,37.4289227,-122.1696803,,college/university
Boston Area,,Boston Area,,United States of America,Massachusetts,-9999,42.4,-71.17,,region
Boston University,,Boston University,,United States of America,Massachusetts,Boston,42.3339865,-71.1047742,,college/university
Polytechnic University of New York,,Polytechnic University of New York,,United States of America,New York,New York,40.694412,-73.986531,,college/university
Ayodhya,,,,,,,0,0,,
Chauri Chaura,,,,,,,0,0,"A town in Uttar Pradesh famous for an event that took place in February 1922 when rioting townspeople set a police station on fire, killing 22 officers.  The event led to brutal colonial suppression as well as the end of the cessation of the Non-cooperation Movement by M.K. Gandhi.",
St. Stephens College,,St. Stephens College,,India,New Delhi,Delhi,28.68,77.21,,college/university
Durbar Hall (See Raj Bhavan),,Durbar Hall,,India,West Bengal,Kolkata,22.56,88.34,,government building
Murshid??b??d,,Murshid??b??d,,India,West Bengal,Murshid??b??d,24.17,88.27,,city/town
St. Johns College Oxford,,St. Johns College Oxford,,United Kingdom,Oxfordshire,Oxford,51.75,-1.25,,college/university
Calcutta South Club Ltd.,,Calcutta South Club Ltd.,,India,West Bengal,Kolkata,22.539548,88.352838,,recreation
Calcutta Club Ltd.,,Calcutta Club Ltd.,,India,West Bengal,Kolkata,22.541065,88.346393,,recreation
300 Club,,300 Club,,India,West Bengal,Kolkata,-9999,-9999,,recreation
V??r??nasi,,V??r??nasi,,India,Uttar Pradesh,V??r??nasi,25.33,83,,city/town
Chelsea College of Art & Design,,Chelsea College of Art & Design,Hammersmith School of Art,United Kingdom,United Kingdom,London,51.49239,-0.127763,,college/university
St. Xaviers College,,Kolkata,St. Xaviers College,,college/university,India,-1,-1,,
S?o Paulo,,S?o Paulo,,Brazil,Rio Grande do Sul,S?o Paulo,-28.68,-51.36,,city/town
Muslim Area (of Kolkata),,,Muslim Area (of Kolkata),India,West Bengal,Kolkata,-9999,-9999,,region
Hindu Area (of Kolkata),,,Hindu Area (of Kolkata),India,West Bengal,Kolkata,-9999,-9999,,region
K.C. De House,,,,India,West Bengal,Kolkata,-9999,-9999,,residence
43 Dharmatala Street,,,,India,West Bengal,Kolkata,22.52,88.38,,residence
Hoogly - Haora bridge,,Hoogly - Haora bridge,,India,West Bengal,Kolkata,22.58,88.34,,road
Sh??nti Niketan,,Sh??nti Niketan,,India,West Bengal,Sh??nti Niketan,23.68,87.68,,city/town
National Medical College & Hospital Kolkata,,Medical College & Hospital Kolkata,Calcutta Medical College,India,West Bengal,Kolkata,22.546349,88.368804,,hospital
57/1/1A Raja Dinendra Street,,57/1/1A Raja Dinendra Street,,India,West Bengal,Kolkata,-9999,-9999,,residence
St. James School,,St. James'School,,India,West Bengal,Kolkata,22.55,88.36,,private school
St. Xavier??s College Fathers Library,,St. Xavier??s College Fathers Library,,India,West Bengal,Kolkata,-9999,-9999,,library
D??rjiling,,D??rjiling,,India,West Bengal,D??rjiling,27.02,88.26,,city/town
Thanj??v??r,,Thanj??v??r,,India,Tamil N??du,Thanj??v??r,10.77,79.16,,city/town
Centre for Studies in Social Sciences,,Calcutta,Centre for Studies in Social Sciences,,research institution,India,-1,-1,,
Saha Institute (there are two!),,Saha Institute,,India,West Bengal,Kolkata,-9999,-9999,,institution
Mitra Institution (Main),,Mitra Institution (Main),,India,West Bengal,Kolkata,22.57247,88.368133,,research institution
1 Mandir Street,,1 Mandir Street,,India,West Bengal,Kolkata,-9999,-9999,,residence
University of Monash,,University of Monash,,Australia,Victoria,Melbourne,-37.876151,145.044437,,college/university
University of Melbourne,,University of Melbourne,,Australia,Victoria,Melbourne,-37.796238,144.962411,,college/university
Australian National University,,Canberra,Australian National University,,college/university,Australia,-1,-1,,
Sydney,,Sydney,,Australia,New South Wales,Sydney,-33.887968,151.024091,,city/town
Brisbane,,Brisbane,,Australia,Queensland,Brisbane,-27.464197,153.027274,,city/town
Lakshmi Bazar,,Lakshmi Bazar,,Bangladesh,Dhaka,Dhaka,-23.707687,90.416053,,neighborhood
Mauritius,,Mauritius,,Mauritius,-9999,-9999,-20.267259,57.609289,,country
Indian Ocean,,Indian Ocean,,-9999,-9999,-9999,-10,70,,ocean
Java,,Java,,Indonesia,-9999,-9999,-7.491667,110.004444,,island
Sumenep,,Sumenep,,Indonesia,Jawa Timur,Sumenep,-7.016667,113.866667,,city/town
Indonesia,,Indonesia,,Indonesia,-9999,-9999,-0.789597,114.831638,,country
Kenya,,Kenya,,Kenya,-9999,-9999,0,38,,country
Sumatra,,Sumatra,,Indonesia,-9999,-9999,0,102,,island
Borneo,,Borneo,,Indonesia,-9999,-9999,1,114,,island
Melaka,,Melaka,,Malaysia,Melaka,Melaka,2.196,102.2405,,city/town
Strait of Malacca,,Strait of Malacca,,-9999,-9999,-9999,2.5,101.333333,,strait
Malaysia,,Malaysia,,Malaysia,-9999,-9999,3.5,102.5,,country
Guyana,,Guyana,,Guyana,-9999,-9999,4.390196,-58.550847,,country
Aceh,,Aceh,,Indonesia,Aceh,-9999,5,96.75,,state/province
Kelantan,,Kelantan,,Malaysia,Kelantan,-9999,5.333333,102,,state/province
Accra,,Accra,,Ghana,Greater Accra,Accra,5.564838,-0.22886,,city/town
Indian Ocean Rim,,Indian Ocean Rim,,-9999,-9999,-9999,5.944252,80.451981,,region
Arba Minch,,Arba Minch,,Ethiopia,YeDebub Bih?roch Bih?reseboch na Hizboch,Arba Minch,6.006266,37.540888,,city/town
Ch�ench�a,,Ch�ench�a,,Ethiopia,YeDebub Bih?roch Bih?reseboch na Hizboch,Ch�ench�a,6.25,37.566667,,city/town
Monrovia,,Monrovia,,Republic of Liberia,Bong,Monrovia,6.297881,-10.802791,,city/town
University of Liberia,,University of Liberia,,Republic of Liberia,Bong,Monrovia,6.299774,-10.794322,,college/university
Republic of Liberia,,Republic of Liberia,,Republic of Liberia,-9999,-9999,6.660375,-9.256456,,country
The East Indies,,The East Indies,,-9999,-9999,-9999,6.8,101.2,,region
Sri Lanka,,Sri Lanka,Ceylon,Sri Lanka,-9999,-9999,7.5,80.5,,country
East Africa,,East Africa,,-9999,-9999,-9999,8.5,40,,region
Kollam,,Kollam,Quilon,India,Kerala,Kollam,8.880556,76.591667,,city/town
Ethiopia,,Ethiopia,Abyssinia,Ethiopia,-9999,-9999,9,39,,country
Addis Ababa,,Addis Ababa,,Ethiopia,?d?s ?beba,Addis Ababa,9.027037,38.724282,,city/town
Kochi,,Kochi,Malabar,India,Kerala,Kochi,9.966667,76.233333,,city/town
Atlantic Ocean,,Atlantic Ocean,,-9999,-9999,-9999,10,-25,,ocean
Kerala,,Kerala,,India,Kerala,-9999,10.282866,76.569126,,state/province
Thanj?v?r,,Thanj?v?r,,India,Tamil N?du,Thanj?v?r,10.777941,79.162656,,city/town
Tiruchirapalli Rock Fort Temple,,Tiruchirapalli Rock Fort Temple,,India,Tamil Nadu,Tiruchirapalli,10.828061,78.696943,,historic site
Kollidam  River,,Kollidam  River,,India,-9999,-9999,11.383333,79.766667,,river
Andaman Islands penal colony,,Port Blair,Andaman Islands penal colony,India,Andaman and Nicobar Islands,Port Blair,11.666667,92.75,,prison
Pondicherry,,Pondicherry,,India,Pondicherry,Pondicherry,11.924491,79.824212,,city/town
Kodagu,,Kodagu,Coorg,India,Karn?taka,-9999,12.25,75.75,,district
Chamundi Temple Mysore,,Chamundi Temple Mysore,,India,Karn?taka,Mysore,12.272538,76.670654,,holy site
Mysore,,Mysore,,India,Karn?taka,Mysore,12.301068,76.659199,,city/town
Seringapatam,,Seringapatam,,India,Karn?taka,Seringapatam,12.419444,76.684444,,city/town
Aden,,Aden,,Yemen,Aden,Aden,12.766248,45.047699,,city/town
Madras Christian College,,Madras Christian College,,India,Tamil Nadu,Tambaram,12.918146,80.122108,,college/university
Chennai,,Chennai,Madras,India,Tamil Nadu,Chennai,13.081828,80.283036,,city/town
Karn?taka,,Karn?taka,Mysore,India,Karn?taka,-9999,13.5,76,,state/province
Red Sea,,Red Sea,,-9999,-9999,-9999,13.572722,42.75,,sea
Mandalay,,Mandalay,,Burma,Mandalay,-9999,22,96,,state/province
Goa,,Goa,,India,Goa,-9999,15.356827,74.076385,,state/province
Yemen,,Yemen,,Yemen,-9999,-9999,15.5,48.5,,country
Thailand,,Thailand,,Thailand,-9999,-9999,15.81804,100.817132,,country
Say�?n,,Say�?n,,Yemen,?a?ramawt,Say�?n,15.943333,48.793333,,city/town
Mu??faz?at ?a?ramawt,,Mu??faz?at ?a?ramawt,,Yemen,?a?ramawt,-9999,16,49,,state/province
Tarim,,Tarim,,Yemen,?a?ramawt,Tarim,16.056944,48.998889,,city/town
Andhra Pradesh,,Andhra Pradesh,,India,Andhra Pradesh,-9999,16.277942,79.096372,,state/province
Bij?pur,,Bij?pur,,India,Karn?taka,Bij?pur,16.666667,75.916667,,city/town
Rangoon,,Rangoon,,Burma,Yangon,Rangoon,16.872228,96.124888,,city/town
Mirbat,,Mirbat,,Oman,Z?uf?r,Mirbat,16.984721,54.691469,,city/town
South Arabia,,South Arabia,,-9999,-9999,-9999,17,53,,region
?al?lah,,?al?lah,,Oman,Z?uf?r,?al?lah,17.015046,54.09237,,city/town
Visakhapatnam,,Visakhapatnam,,India,Andhra Pradesh,Visakhapatnam,17.753778,83.317263,,city/town
Vizianagaram,,Vizianagaram,,India,Andhra Pradesh,Vizianagaram,18.112052,83.399427,,city/town
N?g?vali River,,N?g?vali River,L?nguliy?,India,India,-9999,18.216667,83.933333,,river
West Indies,,West Indies,,-9999,-9999,-9999,18.395093,-66.361783,,region
University of Mumbai,,University of Mumbai,,India,Maharashtra,Mumbai,19.071,72.857892,,college/university
Rayagada,,Rayagada,,India,Orissa,Rayagada,19.253222,83.498469,,city/town
Brahmapur,,Brahmapur,,India,Orissa,Brahmapur,19.298431,84.792152,,city/town
Jagannath Mandir,,Jagannath Mandir,,India,Orissa,Puri,19.804727,85.818183,,religious building
Puri,,Puri,,India,Orissa,Puri,19.805601,85.853429,,city/town
Yezin University of Agriculture,,Yezin University of Agriculture,,Burma,Mandalay,Yezin,19.83278,96.274695,,college/university
Orissa,,Orissa,,India,Orissa,-9999,20,85,,state/province
Laos,,Laos,,Laos,-9999,-9999,20,103,,country
Bhubaneswar,,Bhubaneswar,,India,Orissa,Bhubaneswar,20.294617,85.86668,,city/town
Madanpur,,Madanpur,,India,Orissa,Madanpur,20.316667,83.516667,,city/town
Daman and Diu,,Daman and Diu,,India,Daman and Diu,-9999,20.416528,72.846989,,state/province
Surat,,Surat,,India,Gujar?t,Surat,20.916667,73.05,,city/town
Mecca,,Mecca,,Saudi Arabia,Makkah,Mecca,21.42738,39.81484,,city/town
Jeddah,,Jeddah,,Saudi Arabia,Makkah,Jeddah,21.543003,39.173005,,city/town
Sunderban National Park,,Sunderban National Park,,India,West Bengal,-9999,21.783336,88.808252,,park
Border of Orissa and Bengal,,Border of Orissa and Bengal,,India,-9999,-9999,21.872031,87.047368,,political boundary
Cuba,,Cuba,,Cuba,-9999,-9999,22,-80,,country
Khambh?t,,Khambh?t,Cambay,India,Gujar?t,Khambh?t,22.3,72.616667,,city/town
Medin?pur,,Medin?pur,,India,West Bengal,Kolkata,22.419249,87.326789,,city/town
Kharagpur,,Kharagpur,,India,West Bengal,Kharagpur,22.339944,87.324872,,railway station
Chittagong Club,,Chittagong Club,,Bangladesh,Chittagong,Chittagong,22.347954,91.822075,,recreation
Midnapore College,,Midnapore College,,India,West Bengal,Medin?pur,22.421425,87.323199,,college/university
Vidyasagar University,,Vidyasagar University,,India,West Bengal,Medinipur,22.431197,87.298295,,college/university
Jhargram Raj College,,Jhargram Raj College,,India,West Bengal,Jhargram,22.44201,86.990476,,college/university
University of Chittagong,,University of Chittagong,,Bangladesh,Chittagong,Chittagong,22.471243,91.786532,,college/university
Royal Calcutta Golf Club,,Royal Calcutta Golf Club,,India,West Bengal,Kolkata,22.492946,88.355218,,recreation
Tollygunge,,Tollygunge,,India,West Bengal,Kolkata,22.5,88.35,,neighborhood
Jodhpur Park,,Jodhpur Park,Anwer Shah?,india,West Bengal,Kolkata,22.505818,88.363999,,neighborhood
Charu Chandra Avenue,,Charu Chandra Avenue,,India,West Bengal,Kolkata,22.507324,88.344803,,road
Ramakrishna Mission Institute of Culture,,Ramakrishna Mission Institute of Culture,,India,West Bengal,Kolkata,22.514979,88.366485,,research institution
Golpark,,Golpark,,India,West Bengal,Kolkata,22.516286,88.366204,,park
Rashbehari Avenue,,Rashbehari Avenue,,India,West Bengal,Kolkata,22.518251,88.357938,,road
Deshapriya Park,,Deshapriya Park,,India,West Bengal,Kolkata,22.518559,88.35353,,park
Mahanirban Road,,Mahanirban Road,,India,West Bengal,Kolkata,22.519275,88.356914,,road
Basusree Cinema Hall,,Basusree Cinema Hall,,India,West Bengal,Kolkata,22.522353,88.345935,,cinema
Kalika Cinema,,Kalika Cinema,,India,West Bengal,Kolkata,22.522624,88.346019,,cinema
Alipore District and Sessions Court,,Alipore District and Sessions Court,,India,West Bengal,Kolkata,22.523766,88.332623,,courthouse
Hazra Road,,Hazra Road,,India,West Bengal,Kolkata,22.524399,88.351416,,road
Jatin Das Park,,Jatin Das Park,,India,West Bengal,Kolkata,22.524427,88.346037,,park
American Institute of Indian Studies,,American Institute of Indian Studies,,India,West Bengal,Kolkata,22.524701,88.369492,,research institution
"Chittaranjan National Cancer Institute Kolkata
",,,,,,,-1,-1,,
Chittaranjan National Cancer Institute Kolkata,,,,West Bengal,Kolkata,22.524963,88.346716,-1,,India
Baker Road,,Baker Road,,India,West Bengal,Kolkata,22.52529,88.337321,,road
Alipur Main Post and Telegraph Office,,Alipur Main Post and Telegraph Office,,India,West Bengal,Kolkata,22.525989,88.337466,,post office
Priyanath Mallick Road,,Priyanath Mallick Road,,India,West Bengal,Kolkata,22.526252,88.347541,,road
Deodar Street,,Deodar Street,,India,West Bengal,Kolkata,22.52627,88.35954,,road
Ballygunge Science College,,Ballygunge Science College,,India,West Bengal,Kolkata,22.526742,88.36283,,college/university
Bijoli Cinema Hall,,Bijoli Cinema Hall,,India,West Bengal,Kolkata,22.526865,88.345744,,cinema
Indira Cinema Hall,,Indira Cinema Hall,,India,West Bengal,Kolkata,22.527241,88.346616,,cinema
Bakul Bagan Road,,Bakul Bagan Road,,India,West Bengal,Kolkata,22.527528,88.350106,,road
Ballygunge Circular Road,,Ballygunge Circular Road,,India,West Bengal,Kolkata,22.527945,88.365442,,road
Sarat Bose Road,,Sarat Bose Road,Lansdowne Street,India,West Bengal,Kolkata,22.527995,88.352752,,road
Lansdown Market,,Lansdown Market,,India,West Bengal,Kolkata,22.528181,88.352445,,market
Asutosh College,,Asutosh College,,India,West Bengal,Kolkata,22.528444,88.343784,,college/university
Purna Cinema,,Purna Cinema,,India,West Bengal,Kolkata,22.529006,88.345254,,cinema
Saptaparni Building,,Saptaparni Building,,India,West Bengal,Kolkata,22.529036,88.35962,,building/structure
Ballygunge Post Office,,Ballygunge Post Office,,India,West Bengal,Kolkata,22.531217,88.36536,,post office
Ballygunge,,Ballygunge,,India,West Bengal,Kolkata,22.533333,88.366667,,neighborhood
Ballygunge Park Road,,Ballygunge Park Road,,India,West Bengal,Kolkata,22.533824,88.366043,,road
St. John's Diocesan Girls' Higher Secondary School,,St. John's Diocesan Girls' Higher Secondary School,,India,West Bengal,Kolkata,22.537446,88.354202,,school
Gokhale Memorial Girls School,,Gokhale Memorial Girls Schoo,,India,West Bengal,Kolkata,22.539301,88.344364,,school
Park Street,,Park Street,,India,West Bengal,Kolkata,22.540217,88.37048,,road
Calcutta Cosmopolitan Club Ltd,,Calcutta Cosmopolitan Club Ltd,,India,West Bengal,Kolkata,22.540476,88.358228,,recreation
La Martiniere For Girls,,La Martiniere For Girls,,India,West Bengal,Kolkata,22.541486,88.358387,,school
Elgin Road,,Elgin Road,,India,West Bengal,Kolkata,22.543993,88.353823,,road
Rani Birla Girls' College,,Rani Birla Girls' College,38 Theatre Road/20 Theatre Road,India,West Bengal,Kolkata,22.544247,88.357694,,college/university
Shakespeare Sanari,,Shakespeare Sanari,Theatre Road,India,West Bengal,Kolkata,22.544753,88.35606,,road
Chowringhee Junction,,Jawaharlal Nehru Road,Chowringhee Street,India,West Bengal,Kolkata,22.546313,88.348941,,road
Consulate General of the United States,,Consulate General of the United States,,India,West Bengal,Kolkata,22.546481,88.351709,,building/structure
Middleton Street,,Middleton Street,,India,West Bengal,Kolkata,22.548769,88.351891,,road
Loreto House School and College,,Loreto House School and College,Sir Elijah Impey's garden house,India,West Bengal,Kolkata,22.548808,88.352652,,college/university
St. Xavier's College,,Kolkata,St. Xavier's College,,college/university,India,-1,-1,,
Park Street Police Station,,Park Street Police Station,,India,West Bengal,Kolkata,22.549544,88.356384,,building/structure
Hotel Gulshan International,,Hotel Gulshan International,,India,West Bengal,Kolkata,22.55111,88.358659,,building/structure
The Maidan,,The Maidan,,India,West Bengal,Kolkata,22.551306,88.347211,,cinema
Oxford Book Store,,Oxford Book Store,,India,West Bengal,Kolkata,22.553976,88.351675,,business
St. James' School,,St. James' School,,India,West Bengal,Kolkata,22.554691,88.3654,,school
Lindsey Street,,Lindsey Street,,India,West Bengal,Kolkata,22.558948,88.352623,,road
Globe Cinema,,Globe Cinema,,India,West Bengal,Kolkata,22.559011,88.352367,,cinema
The Tiger Cinema,,Price Challenge Suit Bazaar,The Tiger Cinema,India,West Bengal,Kolkata,22.559426,88.352754,,cinema
Loreto Convent School Entally,,Loreto Convent School Entally,,India,West Bengal,Kolkata,22.560012,88.377164,,school
Calcutta Boys School,,Calcutta Boys School,,India,West Bengal,Kolkata,22.560157,88.365505,,school
The Light House Cinema,,The Light House Cinema,,India,West Bengal,Kolkata,22.560474,88.351955,,cinema
Sir Stuart Hogg market,,Sir Stuart Hogg market,,India,West Bengal,Kolkata,22.560496,88.35268,,business
New Market,,New Market,,India,West Bengal,Kolkata,22.560496,88.35268,,market
New Empire Cinema,,New Empire Cinema,,India,West Bengal,Kolkata,22.560607,88.352163,,cinema
The Oberoi Grand,,The Oberoi Grand,,India,West Bengal,Kolkata,22.561611,88.351287,,business
Roxy Cinema,,Roxy Cinema,,India,West Bengal,Kolkata,22.562232,88.352126,,cinema
Regal Cinema,,Regal Cinema,,India,West Bengal,Kolkata,22.563031,88.351847,,cinema
Calcutta Girls School,,Calcutta Girls School,,India,West Bengal,Kolkata,22.56408,88.358284,,school
Metro Cinema,,Metro Cinema,,India,West Bengal,Kolkata,22.564162,88.351646,,cinema
Beliaghata,,Beliaghata,,India,West Bengal,Kolkata,22.566667,88.383333,,neighborhood
Sealdah Railway Station,,Sealdah Railway Station,,India,West Bengal,Kolkata,22.567256,88.371277,,railway station
Bangabasi College,,Bangabasi College,,India,West Bengal,Kolkata,22.56955,88.367513,,college/university
Shibpur,,Shibpur,,India,West Bengal,Kolkata,22.570002,88.310002,,neighborhood
Gurudas College,,Gurudas College,,India,West Bengal,Kolkata,22.571173,88.390503,,college/university
B.B.D. Bagh,,B.B.D. Bagh,Dalhousie Square,India,West Bengal,Kolkata,22.571184,88.347005,,neighborhood
Writer's Building,,Writer's Building,,India,West Bengal,Kolkata,22.573646,88.349584,,building/structure
Presidency College Library,,Presidency College Library,,India,West Bengal,Kolkata,22.574605,88.364707,,library
Rupa Book Centre,,Rupa Book Centre,,India,West Bengal,Kolkata,22.574605,88.364707,,business
St Paul's Cathedral Mission College,,St Paul's Cathedral Mission College,,India,West Bengal,Kolkata,22.574984,88.368788,,college/university
Hindu College,,Presidency College,Hindu College,India,West Bengal,Kolkata,22.576369,88.362521,,college/university
Bhawani Dutta Lane,,Bhawani Dutta Lane,,India,West Bengal,Kolkata,22.577091,88.362975,,road
Brahmo Boy's School,,Brahmo Boy's School,,India,West Bengal,Kolkata,22.579838,88.368788,,school
City College,,Kolkata,City College,,college/university,India,-1,-1,,
Machuabazar,,Machuabazar,,India,West Bengal,Kolkata,22.580367,88.37128,,neighborhood
Vidyasagar College,,Vidya Sagar College,Metropolitan Institute,India,West Bengal,Kolkata,22.582141,88.366502,,college/university
British Council Library,,The British Council Library,,India,West Bengal,Kolkata,22.582808,88.416526,,library
Salt Lake City,,Salt Lake City,,India,West Bengal,Kolkata,22.582808,88.416526,,village
Howrah Railway Station,,Howrah Railway Station,,India,West Bengal,Kolkata,22.583776,88.340327,,railway station
Hooghly - Haora bridge,,Hoogly - Haora bridge,,India,West Bengal,Kolkata,22.585089,88.346981,,road
YMCA Hostel,,Kolkata,YMCA Hostel,,hostel,India,-1,-1,,
Maniktala,,Maniktala,,India,West Bengal,Kolkata,22.590782,88.370066,,neighborhood
Nilmoni Mitra Lane,,Nilmoni Mitra Lane,,India,West Bengal,Kolkata,22.591813,88.363494,,road
Aurabindo Sarani,,Aurabindo Sarani,Grey Street,India,West Bengal,Kolkata,22.595457,88.366349,,road
Sarada Charan Aryan Institution,,Sarada Charan Aryan Institution,,India,West Bengal,Kolkata,22.595854,88.361674,,research institution
Minar Cinema Hall,,Minar Cinema Hall,,India,West Bengal,Kolkata,22.597426,88.371838,,cinema
Shobhabazar,,Shobhabazar,,India,West Bengal,Kolkata,22.598168,88.363999,,neighborhood
Shyambazar,,Shyambazar,,India,West Bengal,Kolkata,22.598266,88.373706,,neighborhood
New Town,,New Town,Rajarhat,India,West Bengal,Kolkata,22.600691,88.469454,,neighborhood
Cornwalis Street,,Cornwalis Street,,India,West Bengal,Kolkata,22.601636,88.373709,,road
Shyambazar - Five Point Crossing,,Shyambazar - Five Point Crossing,,India,West Bengal,Kolkata,22.601771,88.373649,,road
R. G. Kar Medical College and Hospital,,R. G. Kar Medical College and Hospital,,India,West Bengal,Kolkata,22.604255,88.37839,,hospital
North Twenty Four Parganas,,North Twenty Four Parganas,,India,West Bengal,-9999,22.604794,88.765479,,district
Chitpur,,Chitpur,,India,West Bengal,Kolkata,22.610157,88.37128,,neighborhood
Shri Aurobindo Sarani,,Shri Aurobindo Sarani,Grey Street,India,West Bengal,Kolkata,22.612212,88.309892,,road
Ramakrishna Mission Vidymandira,,Ramakrishna Mission Vidymandira,,India,West Bengal,Haora,22.6294,88.353252,,college/university
Belur,,Belur,,India,West Bengal,Belur,22.633333,88.3,,village
Alambazar,,Alambazar,,India,West Bengal,Kolkata,22.649799,88.363552,,region
Basirhat,,Basirhat,,India,West Bengal,Basirhat,22.650266,88.862919,,city/town
Seagull Book Shop,,Seagull Book Shop,,India,West Bengal,Kolkata,22.667798,88.383062,,business
Belgharia,,Belgharia,,India,West Bengal,Kolkata,22.668378,88.384625,,neighborhood
Deshbandhu Park,,Deshbandhu Park,,India,West Bengal,Kolkata,22.684048,88.35095,,park
Panihati,,Panihati,,India,West Bengal,Panihati,22.701001,88.38792,,city/town
Sadar Girls School,,Sadar Girls School,,Bangladesh,Barisal,Barisal,22.70484,90.367115,,school
Gujarat,,Gujarat,,India,Gujarat,-9999,22.751097,71.693232,,state/province
Surendranath college,,Surendranath college,,India,West Bengal,B?r?kpur,22.763346,88.350147,,college/university
Sahas,,Sahas,,Bangladesh,Khulna,Sahas,22.766667,89.416667,,village
Jamshedpur,,Jamshedpur,,India,Jharkhand,Jamshedpur,22.783664,86.186625,,city/town
Khulna,,Khulna,,Bangladesh,Khulna,Khulna,22.826762,89.550558,,city/town
Chandannagar Government College,,Chandannagar Government College,,India,West Bengal,Chandannagar,22.857745,88.369766,,college/university
Dupleix College,,Dupleix College,,India,West Bengal,Chandannagar,22.857745,88.369766,,college/university
Hugli,,Hugli,,India,West Bengal,Hugli,22.891587,88.399164,,city/town
Chunchura,,Chunchura,,India,West Bengal,Chunchura,22.878889,88.3925,,city/town
Hooghly Mohsin College,,Hooghly Mohsin College,,India,West Bengal,Chinsurah,22.882963,88.400236,,college/university
Rishi Bankim Chandra Evening College,,Rishi Bankim Chandra Evening College,,India,West Bengal,Naihati,22.883843,88.417992,,college/university
Bansberia,,Bansberia,,India,West Bengal,Bansberia,22.958431,88.399932,,city/town
Guangzhou,,Guangzhou,Canton,China,Guangdong,Guangzhou,23.09075,113.290768,,city/town
Jessore,,Jessore,,Bangladesh,Jessore,-9999,23.212184,89.152048,,district
Chauddagram,,Chauddagram,,Bangladesh,Chittagong,Chauddagram,23.212587,91.315249,,city/town
Chandpur,,Chandpur,,Bangladesh,Tipperra,Chandpur,23.227026,90.679169,,city/town
Bankura,,Bankura,,India,West Bengal,Bankura,23.232638,87.0674,,city/town
Burdwan Town School,,Burdwan Town School,,India,West Bengal,Barddhaman,23.237344,87.869309,,school
Burdwan Raj College,,Burdwan Raj College,,India,West Bengal,Barddhaman,23.246093,87.85702,,college/university
Ranchi,,Ranchi,,India,Jharkhand,Ranchi,23.364302,85.335384,,city/town
Padma River,,Padma River,,Bangladesh,-9999,-9999,23.390556,90.5575,,river
Krishnanagar,,Krishnanagar,,India,West Bengal,Krishnanagar,23.401794,88.496597,,city/town
Nabadwip,,Nabadwip,,India,West Bengal,Nabadwip,23.404633,88.365572,,city/town
Nabadwip Bakultala High School,,Nabadwip Bakultala High School,,India,West Bengal,Nabadwip,23.407932,88.364942,,school
Nadia,,Nadia,,India,West Bengal,-9999,23.419604,88.537654,,district
Barddhaman,,Barddhaman,Burdwan,India,West Bengal,Barddhaman,23.426287,87.77245,,district
Comilla,,Comilla,,Bangladesh,Tippera,Comilla,23.45864,91.211985,,city/town
Tippera,,Tippera,,Bangladesh,Tippera,-9999,23.5,91,,state/province
Kachchh,,Kachchh,,India,Kachchh,-9999,23.5,70,,state/province
