Kris Manjapra,,,Assistant Professor of History at Tufts University,http://ase.tufts.edu/history/faculty/manjapra.asp,
Krishna Bose,,,"Krishna Bose is an eminent writer, educationist and parliamentarian.  She has been a Member of Parliament in India in the 11th, 12th and 13th (1996-2004) Lok Sabhas. During the term of the 13th Lok Sabha, she served as Chairperson of the Parliamentary Standing Committee on External Affairs in India.",http://www.krishnabose.com/home.html,
Kumkum Chatterjee,,,Professor of History at Penn State,http://history.psu.edu/news-and-events/kumkum-chatterjee-a-remembrance-by-mrinalini-sinha,
L. K. Advani,,,"L.K. Advani is an Indian politician.  Born in 1927, he joined the RSS in 1942.  He was deputy prime minister from 2002 to 2004. Advani is a leader of the Hindu nationalist Bharatiya Janata Party.",,
Liaquat Ali Khan,,,The first Prime Minister of Pakistan and an important Muslim League and Pakistani politician.,http://en.wikipedia.org/wiki/Liaquat_Ali_Khan,
Livy,,,Roman historian who lived in the early Roman Empire.,http://en.wikipedia.org/wiki/Livy,
Lord Cornwallis,,,Governor General of the British East India Company from 1786 to 1793.,http://en.wikipedia.org/wiki/Lord_Cornwallis,
Louis XVI,,,King of France from 1774 to 1791.,http://en.wikipedia.org/wiki/Louis_xvi,
M.N. Roy,,,Leading Indian Marxist philosopher active from the 1920s until the decade after Indian independence.,http://en.wikipedia.org/wiki/M._N._Roy,
M.N. Srinivas,,,"Considered the founder of Indian sociology, his work focused on village communities, the caste system, social status and patterns of stratification.",http://en.wikipedia.org/wiki/M._N._Srinivas,
Mahadji Shinde,,,A Maratha general and ruler of the state of Gwalior in the 18th century,http://en.wikipedia.org/wiki/Mahadaji_Shinde,
Manmohan Singh,,,"The fourteenth prime minister of India.  Singh is an economist, who, in his position as Finance Minister in 1991, began a process of major economic reforms.",http://en.wikipedia.org/wiki/Manmohan_Singh,
Mark Elvin,,,A scholar of Chinese History at Australian National University,,
Meghnad Saha,,,(1893-1956) Indian astrophysicist,http://en.wikipedia.org/wiki/Meghnad_Saha,
Michael Foucault,,,"(1926-1984) French philosopher, sociologist and historian who laid the foundation for new approaches to social thought.",http://en.wikipedia.org/wiki/Michael_Foucault,
Mir Qasim,,,Nawab of Bengl from 1760 to 1763.,http://en.wikipedia.org/wiki/Mir_Qasim,
Mir Taqi Mir,,,18th century Urdu poet.,http://en.wikipedia.org/wiki/Mir_Taqi_Mir,
Mirza GhalibMirza Ghalib,,,19th century Urdu and Persian poet.,http://en.wikipedia.org/wiki/Mirza_Ghalib,
Mirza Najaf Khan,,,Persian adventurer in the Mughal court during the 18th century.,http://en.wikipedia.org/wiki/Mirza_Najaf_Khan,
Mirza Rafi Sauda,,,An 18th century Urdu poet.,http://en.wikipedia.org/wiki/Mirza_Rafi_Sauda,
Mohammad Ali Jinnah,,,"A leader of the All-India Muslim League, the founder of Pakistan and its first Governor General",http://en.wikipedia.org/wiki/Jinnah,
Mohammad Ali Khan Wallajah,,,Nawab of Arcot in India from 1752 to 1795,http://en.wikipedia.org/wiki/Muhammed_Ali_Khan_Wallajah,
Mohammad bin Abdullah,Muhammad,,(570-632) The Prophet of Islam.,http://en.wikipedia.org/wiki/Muhammad,
Mohammad Iqbal,,,20th century Urdu poet and intellectual.,http://en.wikipedia.org/wiki/Muhammad_Iqbal,
Mohammad Shah,,,Mughal emperor from 1719 to 1748.,http://en.wikipedia.org/wiki/Muhammad_Shah,
Mulk Raj Anand,,,(1905-2004) Indian writer whose work focused on the socio-economically poor class of Indian society.,,
Musirul Hassan,,,"A scholar of Indo-Islamic studies, and past vice-chancellor of Jamia Milia Islamia University in Delhi.",,
Nadir Shah,,,The Shah of Iran from 1736 to 1747 and the founder of the Afsharid dynasty.,http://en.wikipedia.org/wiki/Nadir_shah,
Napoleon Bonaparte,,,French military and political leader during the later stages of the French Revolution. He was the Emperor of France from 1804 to 1814.,http://en.wikipedia.org/wiki/Napoleon_Bonaparte,
Narendra Modi,,,Chief Minister of Gujarat and a Bharatiya Janata Party representative.,,
Niccolo Machiavelli,,,Italian historian and philosopher who lived during the Renaissance,http://en.wikipedia.org/wiki/Niccol%C3%B2_Machiavelli,
Nirad C. Chaudhuri,,,"One of the most influential Bengali authors writing in English in the twentieth century.  He is celelbrated for his ""Autobiography of an Unknown Indian.""  Chaudhuri served as the secretary to Sarat Chandra Bose.",http://en.wikipedia.org/wiki/Nirad_C._Chaudhuri,
Nisaruddin Mohammad Humayun,,,The second Mughal emperor who reigned from 1530-1540.,http://en.wikipedia.org/wiki/Humayun,
Nizamuddin Auliya,,,A Sufi saint from the Chishti order who died in Delhi in 1325,http://en.wikipedia.org/wiki/Nizamuddin_Auliya,
Norbert Elias,,,20th century German sociologist.,http://en.wikipedia.org/wiki/Norbert_Elias,
Nuruddin al-Shirazi,,,Persian physician of the 17th century who was patronized by the Mughal court.,http://en.wikipedia.org/wiki/Qurayshi_al-Shirazi,
Om Prakash,,,Professor of economic history at the Delhi School of Economics.  Prakash's work has dealt with the East India Company trade and finance as well as Indian merchants in the early modern period.,http://en.wikipedia.org/wiki/Om_Prakash_(historian),
Partha Chatterjee,,,Political scientist and historian who specializes in the study of Bengal and South Asia.  Chatterjee was a leading member of the Subaltern Studies Collective and has made significant contributions to postcolonial theory. He received his degrees from the Presidency College and the University of Rochester.,http://en.wikipedia.org/wiki/Partha_Chatterjee_(scholar),
Partha Mitter,,,Former reader in Art History at Sussex University,http://parthamitter.com/,
Peshwa,,,Title for the rulers of the Maratha Empire,http://en.wikipedia.org/wiki/Peshwa,
Polybius,,,Greek historian from the Hellenistic Period,http://en.wikipedia.org/wiki/Polybius,
Quentin Skinner,,,"A political scientist and philosopher, celebrated for his application of the ""linguistic turn"" to the study of political discourse.  Skinner teaches at the University of London.",http://en.wikipedia.org/wiki/Quentin_Skinner,
Raja Ram Mohan Roy,,,"(1772-1883) One of the first modernizers in Bengal, credited with the establishment of a new religious order, the Brahmo Samaj, and the creation of a new modern sensibility in literature, philosophy and social thought among the Bengali bhadralok.",http://en.wikipedia.org/wiki/Ram_Mohan_Roy,http://upload.wikimedia.org/wikipedia/commons/5/50/Raja_Ram_Mohan_Roy.jpg
Rajat Ray,,,"Noted historian of South Asian history in the 19th and 20th centuries, Ray has contributed to the study of the ""bazaar"" economic relations across the Indian Ocean, as well as the nationalist struggle in Bengal.  He is Vice Chancellor of Viswa Bharati University, Shantiniketan.",http://en.wikipedia.org/wiki/Rajat_Kanta_Ray,http://www.telegraphindia.com/1100718/jsp/bengal/story_12697428.jsp
Ramnarayan Rawat,,,Professor of History at the University of Delaware,http://www.udel.edu/History/bio/rawat_ram.html,
Ranajit Guha,,,A South Asian historian influential in the Subaltern Studies group.,http://en.wikipedia.org/wiki/Ranajit_Guha,
Ranjit Singh,,,The first Maharaja of the Sikh Empire ruling from 1801 to 1839,http://en.wikipedia.org/wiki/Ranjit_Singh,
Ravi Shankar,,,"(1920-2012) World famous sitar player, originally from Kolkata.",http://en.wikipedia.org/wiki/Ravi_Shankar,
Ravinder Kaur,,,Professor of Sociology at the India Institute of Technology in Delhi.,http://iitd.academia.edu/RavinderKaur,
Richard Wellesley,,,Governor General of the British East India Company from 1793 to 1805,"http://en.wikipedia.org/wiki/Richard_Wellesley,_1st_Marquess_Wellesley",
Robert Clive,,,Governor General of the British East India Company from 1757 to 1760,http://en.wikipedia.org/wiki/Lord_Clive,
Saartjie Baartman,,,Saartjie Baartman was born in 1789 in Easter Cape in the Dutch Empire. She was a famous KhoiKhoi woman who was exhibited at freak show attractions in 19th century Europe.,http://en.wikipedia.org/wiki/Sarah_Baartman,
Saladin,,,A Muslim ruler in the Middle Ages famous for recapturing Jerusalem from Christian crusaders in 1187.  He ruled over Syria and Egypt from 1174 to 1193.,http://en.wikipedia.org/wiki/Saladin,
Sanjay Subrahmanyam,,,"Professor of History at University of California, Los Angeles",http://www.history.ucla.edu/people/faculty?lid=3586,
Sarah Pinto,,,Associate Professor of Anthropology at Tufts University,http://ase.tufts.edu/anthropology/Pinto.html,
Sarat Chandra Bose,,,(1889-1950) An Indian politician who played an important role in India's struggle for independence,http://en.wikipedia.org/wiki/Sarat_Chandra_Bose,
Sarfaraz Khan,,,Nawab of Bengal from 1739 to 1740,http://en.wikipedia.org/wiki/Sarfaraz_Khan,
Sarvepalli Gopal,,,"An Indian historian who graduated from Presidency College, Madras and finished his PhD at Oxford University.  He was Reader in Indian History at St. Athonys College, Oxford before joining the newly established Jawaharlal Nehru University in 1969.",http://en.wikipedia.org/wiki/Sarvepalli_Gopal,http://upload.wikimedia.org/wikipedia/en/c/c0/Sarvepalli_Gopal.jpg
Seema Alavi,,,"Professor of History at Jamia Millia Islamia, Delhi",,
Selim III,,,Sultan of the Ottoman Empire from 1789 to 1807,http://en.wikipedia.org/wiki/Selim_III,
Shah Alam II,Ali Gauhar,,Mughal emperor from 1759 to 1806,http://en.wikipedia.org/wiki/Shah_Alam_II,
Shah Jahan,,,Mughal emperor from 1627 to 1658,http://en.wikipedia.org/wiki/Shahjahan,
Shahid Amin,,,Professor of History at the University of Dehli.,,
Shaikh Ahmad Sirhindi,,,Indian Islamic scholar and Naqshbandi Sufi who lived in the late sixteenth/early seventeenth century,http://en.wikipedia.org/wiki/Sirhindi,
Sheldon Pollock,,,Professor of Sanskrit and Indian Studies at Columbia University,http://www.columbia.edu/cu/mesaas/faculty/directory/pollock.html,
Shuja-ud-Daulah,,,Nawab of Oudh from 1753 to 1775,http://en.wikipedia.org/wiki/Shuja-ud-Daula,
Shyama Prasad Mookerjee,,,An Indian minister and politician.,http://en.wikipedia.org/wiki/Syama_Prasad_Mookerjee,
Sir William Jones,,,"(1746-1794) One of the founders of Brisith colonial Oriental scholarship.  As a philologist, Jones studied ancient Sanskrit texts both in pursuit of the archaic glory of the Orient, but also in order to derive codes of law to adapt British institutions for the colonial project.",http://en.wikipedia.org/wiki/William_Jones_(philologist),
Siraj-ud-Daulah,,,The last independent Nawab of Bengal ruling from 1756 to 1757,http://en.wikipedia.org/wiki/Siraj_ud-Daulah,
Sudhindranath Datta,,,"Sudhindranath Dutta was a Bengali post-modern poet, essayist, journalist and critic. Sudhindranath is one of the most notable poets after the Tagore-era in Bengali literature.",http://en.wikipedia.org/wiki/Sudhindranath_Dutta,
Subhas Chandra Bose,Netaji,,"Subhas Chandra Bose, also known as Netaji (Hindi/Bengali: “Respected Leader”), was an Indian nationalist who attempted unsuccessfully to liberate India from British rule with a small military force during the waning years of World War II.",http://en.wikipedia.org/wiki/Subhas_Chandra_Bose,http://en.wikipedia.org/wiki/File:Subhas_Bose.jpg
Sugata Bose,,,Professor of History at Harvard University,http://history.fas.harvard.edu/people/faculty/bose.php,
Suharto,,,The Indonesian president from 1968 to 1998,http://en.wikipedia.org/wiki/Suharto,
Suniti Chaterji,,,A Bengali linguist and educationist.,,
Susilo Yudhoyono,,,Indonesian politician who was elected president in 2004.,http://en.wikipedia.org/wiki/Yudhoyono,
Susobhan Sarkar,,,"An intellectual of the Calcutta Left in the 1930s and 1940s.  Sarkar was also a professor of History at Presidency College and the teacher of a loose ""school"" of young Bengali historians.",,
Syed Hussain Ali Khan Barha,,,A powerful Mughal general of the early 18th century,http://en.wikipedia.org/wiki/Sayyid_Brothers,
Tai Yong Tan,,,Professor of History at National University of Singapore,,
Tapan Raychauhuri,,,"Retired reader of South Asian History at St. Anthony's College, Oxford",http://en.wikipedia.org/wiki/Tapan_Raychaudhuri,
Theodore Zeldin,,,"English philosopher, historian, and sociologist.",http://en.wikipedia.org/wiki/Theodore_Zeldin,
Thomas Hobbes,,,(1588-1679)  17th century English political philosopher,http://en.wikipedia.org/wiki/Hobbes,
Timur,Tamerlane,,14th century conqueror,http://en.wikipedia.org/wiki/Timur,
Tipu Sultan,,,Ruler of Mysore from 1782 to 1799,http://en.wikipedia.org/wiki/Tipu_Sultan,
Urvashi Butalia,,,"Indian feminist and historian. She is also the founder of India's first feminist publishing house, Kali for Women",http://en.wikipedia.org/wiki/Urvashi_Butalia,
Utilitarianism,,,The philosophical doctrine that actions are right if they are useful or beneficial for the majority,http://en.wikipedia.org/wiki/Utilitarianism,
Vali Nasr,,,"Dean of the John Hopkins School of Advanced International Studies and former Professor of International Politics at The Fletcher School, Tufts University",http://en.wikipedia.org/wiki/Vali_Nasr,
Vasco-da-Gama,,,Portuguese explorer and the commander of the first ships to sail from Europe to India.,http://en.wikipedia.org/wiki/Vasco_da_Gama,http://en.wikipedia.org/wiki/File:Retrato_de_Vasco_da_Gama.png
Vijendra Kasturi Ranga Varadaraja Rao,,,"Prominent Indian economist, responsible for founding the Delhi School of Economics.",http://en.wikipedia.org/wiki/Vijendra_Kasturi_Ranga_Varadaraja_Rao,
Warren Hastings,,,Governor General of the British East India Company from 1774 to 1785,http://en.wikipedia.org/wiki/Warren_Hastings,
Wilfred Thesiger,,,(1910–2003) British explorer and travel writer.,http://en.wikipedia.org/wiki/Wilfred_Thesiger,http://en.wikipedia.org/wiki/File:WilfredThesiger.jpg
Willem Van Schendel,,,Professor of History at the University of Amsterdam,http://www.willemvanschendel.com/,
William Baillie,,,Led the British East India Company in the Battle of Pollilur against Mysore in 1780,http://en.wikipedia.org/wiki/William_Baillie_(East_India_Company_officer),
Sunil Amrith,,,"Reader in Modern Asian History at Birkbeck College, University of London. Amrith’s research is on the history of the Bay of Bengal region since the late 18th century with a focus on the history of migration and cultural circulation between south India and Southeast Asia.",,
Ahmad Rijaluddin,,,Traveller who voyaged from Penang to Kolkata through the Bay of Bengal in 1810.,,
Leonard Andaya,,,"Professor of Southeast Asian History at University of Hawaii at Manoa. His concentration is in the modern history of Southeast Asia, particularly that of Malaysia, Indonesia, the southern Philippines, and southern Thailand.",http://en.wikipedia.org/wiki/Leonard_Andaya,
Munshi Abdullah bin Abdul Kadir,Munshi Abdullah,,(1796–1854) A Malayan writer of Indian origin.,http://en.wikipedia.org/wiki/Abdullah_bin_Abdul_Kadir,
Nagore Shahul Hamid,Shahul Hamid of Nagore,,"Islamic preacher in Tamil Nadu and a 13th generation descendant of the renowned Sufi saint, Hajrath Muhiyudin Abd al-Qadir al-Jalani.",http://en.wikipedia.org/wiki/Nagore_Shahul_Hamid,
Kim Hexiang,,,Chinese printer,,
Mohammed Syed,,,"Publisher of the Tamil magazine, Tangai Nesan",,
Sultan Abdul Hamid II,,,The 99th caliph of Islam and the 34th sultan of the Ottoman Empire. He was the last Sultan to exert effective control over the Ottoman Empire.,http://en.wikipedia.org/wiki/Abdul_Hamid_II,http://en.wikipedia.org/wiki/File:Abdulhamit.jpg
Queen Victoria,Victoria,,"(1819–1901) Monarch of the United Kingdom of Great Britain and Ireland from1837 until her death in 1876.  She used the additional title ""Empress of India.""",http://en.wikipedia.org/wiki/Queen_Victoria,http://en.wikipedia.org/wiki/File:Queen_Victoria_by_Bassano.jpg
Torsten Tschacher,,,"Lecturer for Tamil language and culture at the University of Goettingen.  His main interests are the history of religion in South India and Tamil literature with a focus on Islam and Muslim communities, as well as historical and contemporary links between South India and Southeast Asia.",http://www.uni-goettingen.de/en/314013.html,
Ahmad Hassan,,,Muslim Indonesian Intellectual,,
Sukarno,Kusno Sosrodihardjo,,(1901-1970) The first President of Indonesia.,http://en.wikipedia.org/wiki/Sukarno,http://en.wikipedia.org/wiki/File:Presiden_Sukarno.jpg
Dilip Menon,,,"Professor of History at University of Witwatersrand, Johannesburg",http://www.wits.ac.za/staff/dilip.menon.htm,
Radhika Singha,Radhika,,"Professor at Centre for Social Studies, Jawaharlal Nehru University",http://www.jnu.ac.in/FacultyStaff/ShowProfile.asp?SendUserName=rsingha,
Kumkum Chatterjee,,,"(1958-2012) Taught history at Penn State, specializing in the Early Modern period",http://history.psu.edu/news-and-events/kumkum-chatterjee-a-remembrance-by-mrinalini-sinha,
Muhammad Ali of Egypt,,,"(1769-1849) Ottoman general who became ruler of Egypt, and founder of modern-day Egypt",http://en.wikipedia.org/wiki/Muhammad_Ali_of_Egypt,"http://en.wikipedia.org/wiki/File:ModernEgypt,_Muhammad_Ali_by_Auguste_Couder,_BAP_17996.jpg"
Ahmed Shah Abdali,Ahmad Shah Durrani,,"(1722-1772) Founder of the Durrani Empire in Afghanistan, won the Third Battle of Panipat",http://en.wikipedia.org/wiki/Ahmad_Shah_Durrani,
Livy,,,Roman historian who wrote a history of Rome,http://en.wikipedia.org/wiki/Livy,
Max Weber,,,"(1864-1920) German sociologist, one of the founders of social theory",http://en.wikipedia.org/wiki/Max_Weber,
Abdul-Qadir Gilani,,,Famous Sufi based in Baghdad,http://en.wikipedia.org/wiki/Abdul-Qadir_Gilani,
Jamaluddin Al-Afghani,,,"Political activist and Islamic ideologist in the Muslim world during the late 19th century, he advocated Islamic modernity and Pan-Islamism",http://en.wikipedia.org/wiki/Jamal_ad-Din_al-Afghani,
Wilfred Cantwell Smith,,,(1916-2000) Professor of Comparitive Religion at Harvard University,http://en.wikipedia.org/wiki/Wilfred_Cantwell_Smith,
Thomas Metcalf,,,"Professor of History at University of California, Berkeley",http://en.wikipedia.org/wiki/Thomas_R._Metcalf,
E. P. Thompson,Edward Palmer Thompson,,(1924-1993) British historical socialist and campaigner.,http://en.wikipedia.org/wiki/E._P._Thompson,
Karl Marx,,,"(1818-1883) German philosopher, historian, sociologist",http://en.wikipedia.org/wiki/Karl_Marx,
Rodney Stark,,,Professor of sociology and comparative religion at the University of Washington,http://en.wikipedia.org/wiki/Rodney_Stark,
Raja Sitab Rai,,,Raja who played active role in Bihar during the Battle of Buxar,,
Asok Sen,,,Historian of early modern India who has worked on Tipu Sultan,,
Aurangzeb,,,Sixth Mughal Emperor (1618-1707),http://en.wikipedia.org/wiki/Aurangzeb,
Nanjaraj,,,Wadiyar Prime Minister of Mysore deposed by Hyder Ali,http://en.wikipedia.org/wiki/Hyder_Ali,
